SPECIES,SCIENTIFIC_NAME,TAXONNAME,OLDTAXONNAME,RANK,GENUS,FAMILY,COMMONNAME,COMMONFAMILY,COMMONFAMILYALL,CRYPTIC,LMAX,LW_A,LW_B,LENGTH_CONVERSION_FACTOR,LENTYP,SLTLRAT,FLTLRAT,TROPHIC,TROPHIC_DEF,TROPHIC_MONREP,SOURCE
DIXA,Diproctacanthus xanthurus,Diproctacanthus xanthurus,NA,Species,Diproctacanthus,Labridae,Yellowtail Tubelip,Wrasse,Wrasse,NA,10,0.0107,3.178,1,FL,NA,1,Cor,Corallivore,SECONDARY,Kulbicki Labridae mean
DIML,Dischistodus melanotus,Dischistodus melanotus,NA,Species,Dischistodus,Pomacentridae,Black-Vent Damsel,Damselfish,Damselfish,NA,16,0.0537,2.886,0.9532889,TL,NA,NA,H,Herbivore,PRIMARY,FB
DIPE,Dischistodus perspicillatus,Dischistodus perspicillatus,NA,Species,Dischistodus,Pomacentridae,White Damsel,Damselfish,Damselfish,NA,18,0.0395,2.989,1,FL,NA,NA,H,Herbivore,PRIMARY,Kulbicki for Stegastes spp.
DOEX,Doryrhamphus excisus,Doryrhamphus excisus,NA,Subspecies,Doryrhamphus,Syngnathidae,Bluestripe Pipefish,Rare_Families,Pipefishes and seahorses,Y,7,4.00E-04,4.12,1,FL,NA,1,Pk,Planktivore,PLANKTIVORE,Kulbicki Hippocampus spp.
REMO,Echeneidae,Echeneidae,NA,Family,Echeneidae,Echeneidae,Echeneidae,Rare_Families,Remora,NA,90,8.00E-04,3.358,1,FL,NA,1,MI,Mobile invertivore,SECONDARY,Kulbicki Echeneis naucrates
ECNA,Echeneis naucrates,Echeneis naucrates,NA,Species,Echeneis,Echeneidae,Live Sharksucker,Rare_Families,Remora,NA,110,0.00075,3.35779,1,FL,NA,1,Pk,Planktivore,PLANKTIVORE,Kulbicki 2005
ECNE,Echidna nebulosa,Echidna nebulosa,NA,Species,Echidna,Muraenidae,Snowflake Moray,Rare_Families,Moray,NA,75,0.00029,3.352,1,FL,NA,1,MI,Mobile invertivore,SECONDARY,Kulbicki Echidna spp.
ECBC,Ecsenius bicolor,Ecsenius bicolor,NA,Species,Ecsenius,Blenniidae,Bicolor Blenny,Rare_Families,Blenny,NA,10,0.02391,2.58307,0.93,FL,NA,0.93,Pk,Planktivore,PLANKTIVORE,Kulbicki 2005
ECMI,Ecsenius midas,Ecsenius midas,NA,Species,Ecsenius,Blenniidae,Persian Blenny,Rare_Families,Blenny,NA,10,0.0239,2.584,0.87,FL,1,0.87,Pk,Planktivore,PLANKTIVORE,Kulbicki Ecsenius spp.
ECMO,Ecsenius monoculus,Ecsenius monoculus,NA,Species,Ecsenius,Blenniidae,Monocle Blenny,Rare_Families,Blenny,NA,5,0.0239,2.584,0.87,FL,NA,NA,H,Herbivore,PRIMARY,Kulbicki 2005 Ecsenius spp.
ECOP,Ecsenius opsifrontalis,Ecsenius opsifrontalis,NA,Species,Ecsenius,Blenniidae,Comical Blenny,Rare_Families,Blenny,NA,10,0.0307,2.451,1,TL,1,NA,Pk,Planktivore,PLANKTIVORE,FB mean for genus
ECTR,Ecsenius trilineatus,Ecsenius trilineatus,NA,Species,Ecsenius,Blenniidae,Three-Lined Blenny,Rare_Families,Blenny,NA,3,0.0239,2.584,1,FL,NA,NA,H,Herbivore,PRIMARY,Kulbicki for Ecsenius spp.
ELBI,Elagatis bipinnulata,Elagatis bipinnulata,NA,Species,Elagatis,Carangidae,Rainbow Runner,Jack,Jack,NA,180,0.0135,2.92,0.77,TL,1,0.77,Pisc,Piscivore,PISCIVORE,Kulbicki et al 1993
ELVA,Ellochelon vaigiensis,Ellochelon vaigiensis,Liza vaigiensis,Species,Ellochelon,Mugilidae,Squaretail Mullet,Rare_Families,Mullet,NA,63,0.0127,3.046,0.98,FL,NA,0.98,Pk,Planktivore,PLANKTIVORE,Kulbicki Mugilidae average
ENPA,Enchelycore pardalis,Enchelycore pardalis,NA,Species,Enchelycore,Muraenidae,Leopard Moray Eel,Rare_Families,Moray,NA,80,0.0246,2.908,1,FL,NA,1,Pisc,Piscivore,PISCIVORE,Kulbicki Scorpaenidae mean
ENCA,Enchelynassa canina,Enchelynassa canina,NA,Species,Enchelynassa,Muraenidae,Viper Moray,Rare_Families,Moray,NA,150,0.0047,2.614,1,FL,NA,1,Pisc,Piscivore,PISCIVORE,Kulbicki Muraenidae mean
ENPU,Encrasicholina purpurea,Encrasicholina purpurea,NA,Species,Encrasicholina,Engraulidae,Hawaiian Anchovy,Rare_Families,Anchovy,NA,8,0.00929,3.314,0.94,FL,NA,0.94,Pk,Planktivore,PLANKTIVORE,Kulbicki Clupeid mean
ENSP,Enneapterygius sp.,Enneapterygius sp,NA,Genus,Enneapterygius,Tripterygiidae,Enneapterygius sp.,Rare_Families,Blenny,NA,4.8,0.0066,3.1255,1,?,NA,NA,MI,Mobile invertivore,SECONDARY,FB mean for family
ENTU,Enneapterygius tutuilae,Enneapterygius tutuilae,NA,Species,Enneapterygius,Tripterygiidae,High-Hat Triplefin,Rare_Families,Blenny,NA,4,0.0066,3.1255,1,?,NA,NA,MI,Mobile invertivore,SECONDARY,FB mean for family
ENMA,Entomacrodus marmoratus,Entomacrodus marmoratus,Parablennius marmoratus,Species,Entomacrodus,Blenniidae,Rockskipper,Rare_Families,Blenny,NA,10,0.013,3.15,1,FL,NA,1,H,Herbivore,PRIMARY,Kulbicki Cirripectes spp.
SPAD,Ephippidae,Ephippidae,NA,Family,Ephippidae,Ephippidae,Ephippidae,Spadefish,Spadefish,NA,50,0.04431,2.95149,1,FL,1,1,Om,Omnivore,SECONDARY,Kulbicki 2005
EPBR,Epibulus brevis,Epibulus brevis,NA,Species,Epibulus,Labridae,Latent Slingjaw Wrasse,Wrasse,Wrasse,NA,19,0.0161,3.081,0.93,FL,NA,NA,MI,Mobile invertivore,SECONDARY,Kulbicki for Epibulus insidiator
EPIN,Epibulus insidiator,Epibulus insidiator,NA,Species,Epibulus,Labridae,Slingjaw Wrasse,Wrasse,Wrasse,NA,54,0.01614,3.08102,0.93,FL,0.92,0.93,MI,Mobile invertivore,SECONDARY,Kulbicki 2005
EPBA,Epinephelus bontoides,Epinephelus bontoides,NA,Species,Epinephelus,Serranidae,Palemargin Grouper,Grouper,Grouper,NA,30,0.0162999,3,1,FL,NA,NA,Pisc,Piscivore,PISCIVORE,FB for Epinephelus melanostigma
EPCA,Epinephelus caeruleopunctatus,Epinephelus caeruleopunctatus,NA,Species,Epinephelus,Serranidae,Whitespotted Grouper,Grouper,Grouper,NA,61,0.018,2.938,1,FL,NA,NA,Pk,Planktivore,PLANKTIVORE,Kulbicki 2005
EPCY,Epinephelus cyanopodus,Epinephelus cyanopodus,NA,Species,Epinephelus,Serranidae,Speckled Blue Grouper,Grouper,Grouper,NA,76,0.01105,3.11373,1,FL,0.81,1,Pisc,Piscivore,PISCIVORE,Kulbicki 2005
EPFA,Epinephelus fasciatus,Epinephelus fasciatus,NA,Species,Epinephelus,Serranidae,Blacktip Grouper,Grouper,Grouper,NA,43,0.01383,3.04066,1,FL,0.81,1,Pisc,Piscivore,PISCIVORE,Kulbicki 2005
EPFU,Epinephelus fuscoguttatus,Epinephelus fuscoguttatus,NA,Species,Epinephelus,Serranidae,Brown-Marbled Grouper,Grouper,Grouper,NA,100,0.01335,3.05723,1,FL,0.8,1,Pisc,Piscivore,PISCIVORE,Kulbicki 2005
EPHE,Epinephelus hexagonatus,Epinephelus hexagonatus,NA,Species,Epinephelus,Serranidae,Starspotted Grouper,Grouper,Grouper,NA,26,0.0132,3.0372,1,FL,0.81,1,Pisc,Piscivore,PISCIVORE,NA
EPHO,Epinephelus howlandi,Epinephelus howlandi,NA,Species,Epinephelus,Serranidae,Blacksaddle Grouper,Grouper,Grouper,NA,55,0.01525,2.99909,1,FL,0.81,1,Pisc,Piscivore,PISCIVORE,Kulbicki 2005
EPLA,Epinephelus lanceolatus,Epinephelus lanceolatus,NA,Species,Epinephelus,Serranidae,Giant Grouper,Grouper,Grouper,NA,270,0.0122,3.053,1,FL,1,1,Pisc,Piscivore,PISCIVORE,Kulbicki Epinephelus mean
EPMC,Epinephelus macrospilos,Epinephelus macrospilos,NA,Species,Epinephelus,Serranidae,Snubnose Grouper,Grouper,Grouper,NA,51,0.0132,3.03072,1,FL,0.79,1,Pisc,Piscivore,PISCIVORE,Kulbicki 2005
EPMA,Epinephelus maculatus,Epinephelus maculatus,NA,Species,Epinephelus,Serranidae,Highfin Grouper,Grouper,Grouper,NA,60,0.01104,3.06197,1,FL,0.82,1,Pisc,Piscivore,PISCIVORE,Kulbicki 2005
EPML,Epinephelus melanostigma,Epinephelus melanostigma,NA,Species,Epinephelus,Serranidae,One-Blotch Grouper,Grouper,Grouper,NA,33,0.01629999,3,1,TL,1,NA,Pisc,Piscivore,PISCIVORE,FB
EPME,Epinephelus merra,Epinephelus merra,NA,Species,Epinephelus,Serranidae,Honeycomb Grouper,Grouper,Grouper,NA,33,0.01584,2.96636,1,FL,0.8,1,Pisc,Piscivore,PISCIVORE,Kulbicki 2005
EPPO,Epinephelus polyphekadion,Epinephelus polyphekadion,NA,Species,Epinephelus,Serranidae,Camouflage Grouper,Grouper,Grouper,NA,75,0.00833,3.16576,1,FL,0.83,1,Pisc,Piscivore,PISCIVORE,Kulbicki 2005
EPQU,Epinephelus quernus,Epinephelus quernus,NA,Species,Epinephelus,Serranidae,Hawaiian Grouper,Grouper,Grouper,NA,122,0.0181,3,1,TL,1,NA,Pisc,Piscivore,PISCIVORE,NA
EPRE,Epinephelus retouti,Epinephelus retouti,NA,Species,Epinephelus,Serranidae,Red-Tipped Grouper,Grouper,Grouper,NA,47,0.0122,3.053,1,FL,0.81,1,Pisc,Piscivore,PISCIVORE,Kulbicki Epinephelus mean
EPSO,Epinephelus socialis,Epinephelus socialis,NA,Species,Epinephelus,Serranidae,Surge Grouper,Grouper,Grouper,NA,52,0.0122,3.053,1,FL,0.8,1,Pisc,Piscivore,PISCIVORE,Kulbicki Epinephelus mean
EPSP,Epinephelus sp.,Epinephelus sp,NA,Genus,Epinephelus,Serranidae,Epinephelus sp.,Grouper,Grouper,NA,128,0.01224,3.052669,1,FL,1,1,Pisc,Piscivore,PISCIVORE,Kulbicki 2005
EPSL,Epinephelus spilotoceps,Epinephelus spilotoceps,NA,Species,Epinephelus,Serranidae,Foursaddle Grouper,Grouper,Grouper,NA,35,0.0041,3.346,1,TL,1,NA,Pisc,Piscivore,PISCIVORE,FB
EPTA,Epinephelus tauvina,Epinephelus tauvina,NA,Species,Epinephelus,Serranidae,Greasy Grouper,Grouper,Grouper,NA,75,0.0156,2.957,1,TL,1,NA,Pisc,Piscivore,PISCIVORE,FB
EPTU,Epinephelus tukula,Epinephelus tukula,NA,Species,Epinephelus,Serranidae,Potato Grouper,Anthias,Anthias,NA,200,0.106,2.56,1,TL,NA,NA,Pk,Planktivore,PLANKTIVORE,FB
HKTU,Eretmochelys imbricata,Eretmochelys imbricata,NA,Species,Eretmochelys,Cheloniidae,Hawksbill Turtle,Rare_Families,Turtle,NA,NONFISH,NONFISH,NONFISH,1,NONFISH,NONFISH,NONFISH,NONFISH,NONFISH,NONFISH,NA
EUAF,Euthynnus affinis,Euthynnus affinis,NA,Species,Euthynnus,Scombridae,Kawakawa,Tuna,Tuna,NA,100,0.03,3.109,1,??,0.911,NA,Pisc,Piscivore,PISCIVORE,FB
EVAL,Eviota albolineata,Eviota albolineata,NA,Species,Eviota,Gobiidae,Spotted Fringefin,Rare_Families,Goby,Y,3,0.0096,3.0187,1,?,NA,NA,MI,Mobile invertivore,SECONDARY,FB mean for family
EVAT,Eviota atriventris,Eviota atriventris,NA,Species,Eviota,Gobiidae,Blackbelly Dwarfgoby,Rare_Families,Goby,Y,2,0.0264,2.623,1,FL,NA,NA,MI,Mobile invertivore,SECONDARY,NA
EVGU,Eviota guttata,Eviota guttata,NA,Species,Eviota,Gobiidae,Spotted Pygmy Goby,Rare_Families,Goby,Y,3,0.012,2.986,1,TL,1,NA,MI,Mobile invertivore,SECONDARY,FB mean for family
EVPR,Eviota prasites,Eviota prasites,NA,Species,Eviota,Gobiidae,Prasites Pygmy Goby,Rare_Families,Goby,Y,3,0.0096,3.0187,1,?,NA,NA,MI,Mobile invertivore,SECONDARY,FB mean for family
EVSE,Eviota sebreei,Eviota sebreei,NA,Species,Eviota,Gobiidae,Sebree's Pygmy Goby,Rare_Families,Goby,Y,3,0.0264,2.623,1,FL,NA,NA,MI,Mobile invertivore,SECONDARY,NA
EVSP,Eviota sp.,Eviota sp,NA,Genus,Eviota,Gobiidae,Eviota sp.,Rare_Families,Goby,Y,3.5,0.012,2.986,1,TL,1,NA,MI,Mobile invertivore,SECONDARY,FB mean for family
EVAC,Evistias acutirostris,Evistias acutirostris,NA,Species,Evistias,Pentacerotidae,Striped Boarfish,Rare_Families,Armorhead,NA,90,0.0301,2.946,0.97,FL,NA,0.97,MI,Mobile invertivore,SECONDARY,Kulbicki Acanthuridae mean
EXBR,Exallias brevis,Exallias brevis,NA,Species,Exallias,Blenniidae,Leopard Blenny,Rare_Families,Blenny,NA,16,0.0091,2.9904,1,TL,1,NA,Cor,Corallivore,SECONDARY,FB mean for family
FICO,Fistularia commersonii,Fistularia commersonii,NA,Species,Fistularia,Fistulariidae,Bluespotted Cornetfish,Rare_Families,Cornetfish,NA,160,5.00E-04,3.048,1,FL,NA,1,Pisc,Piscivore,PISCIVORE,Kulbicki 2005
CORO,Fistulariidae,Fistulariidae,NA,Family,Fistulariidae,Fistulariidae,Fistulariidae,Rare_Families,Cornetfish,NA,100,0.00046,3.04827,1,FL,NA,1,Pisc,Piscivore,PISCIVORE,Kulbicki 2005
FOBR,Foa brachygramma,Foa brachygramma,NA,Species,Foa,Apogonidae,Weed Cardinalfish,Rare_Families,Cardinalfish,NA,8,0.0155,3.121,1,FL,NA,1,Pk,Planktivore,PLANKTIVORE,Kulbicki Apogon mean
FOFL,Forcipiger flavissimus,Forcipiger flavissimus,NA,Species,Forcipiger,Chaetodontidae,Longnose Butterflyfish,Butterflyfish,Butterflyfish,NA,22,0.0125,3,1,TL,1,NA,SI,Sessile invertivore,SECONDARY,FB
FOLO,Forcipiger longirostris,Forcipiger longirostris,NA,Species,Forcipiger,Chaetodontidae,Longnose Butterflyfish,Butterflyfish,Butterflyfish,NA,22,0.0138,3,1,TL,1,NA,MI,Mobile invertivore,SECONDARY,FB
FUDU,Fusigobius duospilus,Fusigobius duospilus,NA,Species,Fusigobius,Gobiidae,Barenape Goby,Rare_Families,Goby,Y,6,0.0096,3.0187,1,?,NA,NA,MI,Mobile invertivore,SECONDARY,FB mean for family
FUNE,Fusigobius neophytus,Fusigobius neophytus,NA,Species,Fusigobius,Gobiidae,Common Fusegoby,Rare_Families,Goby,Y,7.5,0.0096,3.0187,1,?,NA,NA,MI,Mobile invertivore,SECONDARY,FB mean for family
FUSG,Fusigobius signipinnis,Fusigobius signipinnis,NA,Species,Fusigobius,Gobiidae,Signalfin Goby,Rare_Families,Goby,Y,5,0.0264,2.623,1,FL,NA,NA,MI,Mobile invertivore,SECONDARY,NA
GACU,Galeocerdo cuvier,Galeocerdo cuvier,NA,Species,Galeocerdo,Carcharhinidae,Tiger Shark,Shark,Requiem,NA,740,0.0062,3.16,1,TL,1,NA,Pisc,Piscivore,PISCIVORE,FB Hawaii
GEBE,Genicanthus bellus,Genicanthus bellus,NA,Species,Genicanthus,Pomacanthidae,Ornate Angelfish,Rare_Families,Angelfish,NA,18,0.00762,3,1,TL,NA,NA,SI,Sessile invertivore,SECONDARY,FB for Genicanthus caudovittatus
GELA,Genicanthus lamarck,Genicanthus lamarck,NA,Species,Genicanthus,Pomacanthidae,Blackstriped Angelfish,Rare_Families,Angelfish,NA,25,0.00762,3,1,TL,NA,NA,SI,Sessile invertivore,SECONDARY,FB for Genicanthus caudovittatus
GEME,Genicanthus melanospilos,Genicanthus melanospilos,NA,Species,Genicanthus,Pomacanthidae,Spotbreast Angelfish,Rare_Families,Angelfish,NA,18,0.00762,3,1,TL,NA,NA,SI,Sessile invertivore,SECONDARY,FB for Genicanthus caudovittatus
GEPE,Genicanthus personatus,Genicanthus personatus,NA,Species,Genicanthus,Pomacanthidae,Masked Angelfish,Rare_Families,Angelfish,NA,25,0.0669,2.724,0.97,FL,0.9,0.97,Pk,Planktivore,PLANKTIVORE,Kulbicki Pomacanthus sextriatus
GETA,Genicanthus takeuchii,Genicanthus takeuchii,NA,Species,Genicanthus,Pomacanthidae,Swallowtail Angelfish,Rare_Families,Angelfish,NA,25,0.00762,3,1,TL,NA,NA,Pk,Planktivore,PLANKTIVORE,FB for Genicanthus caudovittatus
GEWA,Genicanthus watanabei,Genicanthus watanabei,NA,Species,Genicanthus,Pomacanthidae,Blackedged Angelfish,Rare_Families,Angelfish,NA,15,0.0669,2.724,0.78,FL,0.78,0.78,Pk,Planktivore,PLANKTIVORE,Kulbicki Pomacanthus sextriatus
GNSP,Gnathanodon speciosus,Gnathanodon speciosus,NA,Species,Gnathanodon,Carangidae,Golden Trevally,Jack,Jack,NA,74.5,0.01992,2.99496,0.88,FL,0.87,0.88,Pisc,Piscivore,PISCIVORE,Kulbicki 2005
GNAU,Gnathodentex aureolineatus,Gnathodentex aureolineatus,NA,Species,Gnathodentex,Lethrinidae,Striped Large-Eye Bream,Emperor,Emperor,NA,30,0.02695338,3.06254326,0.91,FL,0.9,0.91,MI,Mobile invertivore,SECONDARY,Kulbicki
GNCA,Gnatholepis cauerensis,Gnatholepis cauerensis,NA,Species,Gnatholepis,Gobiidae,Eyebar Goby,Rare_Families,Goby,Y,6,0.0264,2.623,1,FL,NA,NA,MI,Mobile invertivore,SECONDARY,NA
GASP,Gnatholepis sp.,Gnatholepis sp,NA,Genus,Gnatholepis,Gobiidae,Gnatholepis sp.,Rare_Families,Goby,Y,8.5,0.01752,2.82652,1,FL,NA,1,Pk,Planktivore,PLANKTIVORE,Kulbicki 2005
GOBI,Gobiidae,Gobiidae,NA,Family,Gobiidae,Gobiidae,Gobiidae,Rare_Families,Goby,Y,36.5,0.02639,2.62257,1,FL,NA,1,MI,Mobile invertivore,SECONDARY,Kulbicki 2005
GOCI,Gobiodon citrinus,Gobiodon citrinus,NA,Species,Gobiodon,Gobiidae,Poison Goby,Rare_Families,Goby,Y,6.6,0.0577,2.439,1,FL,NA,1,MI,Mobile invertivore,SECONDARY,FishBase
GOOK,Gobiodon okinawae,Gobiodon okinawae,NA,Species,Gobiodon,Gobiidae,Okinawa Goby,Rare_Families,Goby,Y,3.5,0.0264,2.623,1,FL,NA,1,MI,Mobile invertivore,SECONDARY,Kulbicki Gobiidae mean
GORI,Gobiodon rivulatus,Gobiodon rivulatus,NA,Species,Gobiodon,Gobiidae,Rippled Coralgoby,Rare_Families,Goby,Y,5,0.0214,3,1,TL,NA,NA,MI,Mobile invertivore,SECONDARY,FB
GOVA,Gomphosus varius,Gomphosus varius,NA,Species,Gomphosus,Labridae,Bird Wrasse,Wrasse,Wrasse,NA,32,0.02437,2.70269,1,FL,0.9,1,MI,Mobile invertivore,SECONDARY,Kulbicki 2005
GOVI,Goniistius vittatus,Goniistius vittatus,NA,Species,Goniistius,Cheilodactylidae,Hawaiian Morwong,Rare_Families,Morwong,NA,41,0.0237,3.056,0.91,FL,NA,0.91,SI,Sessile invertivore,SECONDARY,Kulbicki Ctenochaetus spp.
GOHA,Gorgasia hawaiiensis,Gorgasia hawaiiensis,NA,Species,Gorgasia,Congridae,Hawaiian Garden Eel,Rare_Families,Conger or Garden Eel,Y,60,0.00059,3.2486,1,?,NA,NA,Pisc,Piscivore,PISCIVORE,FB value for family
GOMA,Gorgasia maculata,Gorgasia maculata,NA,Species,Gorgasia,Congridae,Common Garden Eel,Rare_Families,Conger or Garden Eel,Y,60,8.00E-04,3.12681,1,FL,NA,NA,Pisc,Piscivore,PISCIVORE,Kulbicki for Conger cinereus
GRAL,Gracila albomarginata,Gracila albomarginata,NA,Species,Gracila,Serranidae,Masked Grouper,Grouper,Grouper,NA,50,0.0152,3.0063,1,TL,1,NA,Pisc,Piscivore,PISCIVORE,NA
GRBI,Grammatorcynus bilineatus,Grammatorcynus bilineatus,NA,Species,Grammatorcynus,Scombridae,Double-Lined Mackerel,Rare_Families,Mackerel,NA,100,0.0065,3,1,TL,1,NA,Pisc,Piscivore,PISCIVORE,FB
GRSE,Grammistes sexlineatus,Grammistes sexlineatus,NA,Species,Grammistes,Serranidae,Sixline Soapfish,Grouper,Grouper,NA,27,0.0205,3,1,TL,1,NA,MI,Mobile invertivore,SECONDARY,FB
GUCU,Gunnellichthys curiosus,Gunnellichthys curiosus,NA,Species,Gunnellichthys,Microdesmidae,Curious Wormfish,Rare_Families,Wormfish,Y,12,0.0059,3.231,1,FL,1,1,Pk,Planktivore,PLANKTIVORE,Kulbicki Labroides dimidiatus
GUVI,Gunnellichthys viridescens,Gunnellichthys viridescens,NA,Species,Gunnellichthys,Microdesmidae,Yellowstripe Wormfish,Rare_Families,Wormfish,Y,12,0.0059,3.231,1,FL,NA,NA,Pk,Planktivore,PLANKTIVORE,Kulbicki Labriodes dimidiatus
GYGR,Gymnocranius griseus,Gymnocranius griseus,NA,Species,Gymnocranius,Lethrinidae,Grey Large-Eye Bream,Emperor,Emperor,NA,35,0.01451,3,1,TL,NA,NA,MI,Mobile invertivore,SECONDARY,FB
GYMI,Gymnocranius microdon,Gymnocranius microdon,NA,Species,Gymnocranius,Lethrinidae  ,Blue-Spotted Large-Eye Bream,Emperor,Emperor,NA,45,0.0225,3.001,0.919,TL,NA,NA,MI,Mobile invertivore,SECONDARY,LL FishBase LW Kulbicki G.euranus
GYZE,Gymnomuraena zebra,Gymnomuraena zebra,NA,Species,Gymnomuraena,Muraenidae,Zebra Moray,Rare_Families,Moray,NA,150,5.00E-04,3.303,1,FL,NA,1,MI,Mobile invertivore,SECONDARY,Kulbicki Gymnothorax mean
GYUC,Gymnosarda unicolor,Gymnosarda unicolor,NA,Species,Gymnosarda,Scombridae,Dogtooth Tuna,Tuna,Tuna,NA,248,0.0105,3.065,0.89,FL,NA,0.89,Pisc,Piscivore,PISCIVORE,FB
GYBR,Gymnothorax breedeni,Gymnothorax breedeni,NA,Species,Gymnothorax,Muraenidae,Blackcheek Moray,Rare_Families,Moray,NA,75,5.00E-04,3.303,1,FL,1,1,Pisc,Piscivore,PISCIVORE,Kulbicki Gymnothorax mean
GYBU,Gymnothorax buroensis,Gymnothorax buroensis,NA,Species,Gymnothorax,Muraenidae,Vagrant Moray,Rare_Families,Moray,NA,35,0.00206,3,1,TL,NA,NA,MI,Mobile invertivore,SECONDARY,FB
GYEU,Gymnothorax eurostus,Gymnothorax eurostus,NA,Species,Gymnothorax,Muraenidae,Abbott's Moray Eel,Rare_Families,Moray,NA,60,5.00E-04,3.303,1,FL,NA,1,MI,Mobile invertivore,SECONDARY,Kulbicki Gymnothorax mean
GYFL,Gymnothorax flavimarginatus,Gymnothorax flavimarginatus,NA,Species,Gymnothorax,Muraenidae,Yellow-Edged Moray,Rare_Families,Moray,NA,240,4.00E-04,3.35,1,TL,1,NA,Pisc,Piscivore,PISCIVORE,FB
GYJA,Gymnothorax javanicus,Gymnothorax javanicus,NA,Species,Gymnothorax,Muraenidae,Giant Moray,Rare_Families,Moray,NA,300,5.00E-04,3.303,1,TL,1,NA,Pisc,Piscivore,PISCIVORE,Kulbicki Gymnothorax mean
GYMT,Gymnothorax melatremus,Gymnothorax melatremus,NA,Species,Gymnothorax,Muraenidae,Dwarf Moray,Moray,Moray,NA,26,0.0013,3,1,TL,NA,NA,MI,Mobile invertivore,SECONDARY,NA
GYME,Gymnothorax meleagris,Gymnothorax meleagris,NA,Species,Gymnothorax,Muraenidae,Turkey Moray,Rare_Families,Moray,NA,120,0.0021,3,1,TL,1,NA,Pisc,Piscivore,PISCIVORE,Kulbicki
GYMO,Gymnothorax moluccensis,Gymnothorax moluccensis,NA,Species,Gymnothorax,Muraenidae,Moluccan Moray,Rare_Families,Moray,NA,45,5.00E-04,3.303,1,FL,NA,NA,MI,Mobile invertivore,SECONDARY,Kulbicki for Gymnothorax spp.
GYPI,Gymnothorax picta,Gymnothorax picta,NA,Species,Gymnothorax,Muraenidae,Peppered Moray,Rare_Families,Moray,NA,120,0.0047,2.614,1,FL,NA,1,Pisc,Piscivore,PISCIVORE,Kulbicki Muraenidae mean
GYRI,Gymnothorax richarsonii,Gymnothorax richarsonii,NA,Species,Gymnothorax,Muraenidae,Richardson's Moray,Rare_Families,Moray,NA,34,5.00E-04,3.303,1,FL,NA,NA,MI,Mobile invertivore,SECONDARY,Kulbicki for Gymnothorax spp.
GYRU,Gymnothorax rueppelliae,Gymnothorax rueppelliae,Gymnothorax rueppellii,Species,Gymnothorax,Muraenidae,Banded Moray,Rare_Families,Moray,NA,80,5.00E-04,3.303,1,FL,NA,1,MI,Mobile invertivore,SECONDARY,Kulbicki Gymnothorax mean
GYSP,Gymnothorax sp.,Gymnothorax sp,NA,Genus,Gymnothorax,Muraenidae,Gymnothorax sp.,Rare_Families,Moray,NA,300,0.00052,3.30314,1,FL,NA,1,Pisc,Piscivore,PISCIVORE,Kulbicki 2005
GYST,Gymnothorax steindachneri,Gymnothorax steindachneri,NA,Species,Gymnothorax,Muraenidae,Steindachner's Moray Eel,Rare_Families,Moray,NA,91,5.00E-04,3.303,1,FL,NA,1,Pisc,Piscivore,PISCIVORE,Kulbicki Gymnothorax mean
GYUN,Gymnothorax undulatus,Gymnothorax undulatus,NA,Species,Gymnothorax,Muraenidae,Undulated Moray,Rare_Families,Moray,NA,150,0.0016,3,1,TL,1,NA,Pisc,Piscivore,PISCIVORE,Kulbicki
GYZO,Gymnothorax zonipectis,Gymnothorax zonipectis,NA,Species,Gymnothorax,Muraenidae,Barredfin Moray,Rare_Families,Moray,NA,50,0.00118,3,1,TL,NA,NA,MI,Mobile invertivore,SECONDARY,FB
SWEL,Haemulidae,Haemulidae,NA,Family,Haemulidae,Haemulidae,Haemulidae,Rare_Families,Grunt,NA,75,0.0217,2.89821,1,FL,NA,1,MI,Mobile invertivore,SECONDARY,Kulbicki 2005
HABI,Halichoeres biocellatus,Halichoeres biocellatus,NA,Species,Halichoeres,Labridae,Red-Lined Wrasse,Wrasse,Wrasse,NA,12,0.0148,3,1,TL,1,NA,MI,Mobile invertivore,SECONDARY,FB
HACH,Halichoeres chrysus,Halichoeres chrysus,NA,Species,Halichoeres,Labridae,Canary Wrasse,Wrasse,Wrasse,NA,12,0.016,2.987,1,FL,NA,1,MI,Mobile invertivore,SECONDARY,Kulbicki Halichoeres mean
HACL,Halichoeres claudia,Halichoeres claudia,NA,Species,Halichoeres,Labridae,Claudia's Wrasse,Wrasse,Wrasse,NA,9,0.0133,3,1,TL,NA,NA,MI,Mobile invertivore,SECONDARY,FB for Halichoeres ornatissimus
HAHA,Halichoeres hartzfeldii,Halichoeres hartzfeldii,NA,Species,Halichoeres,Labridae,Goldstripe Wrasse,Wrasse,Wrasse,NA,18,0.0275,2.736,1,FL,NA,NA,MI,Mobile invertivore,SECONDARY,Kulbicki for Halichoeres trimaculatus
HAHO,Halichoeres hortulanus,Halichoeres hortulanus,NA,Species,Halichoeres,Labridae,Checkerboard Wrasse,Wrasse,Wrasse,NA,27,0.0119,3.064,1,TL,1,NA,MI,Mobile invertivore,SECONDARY,FB
HAMT,Halichoeres margaritaceus,Halichoeres margaritaceus,NA,Species,Halichoeres,Labridae,Pink-Belly Wrasse,Wrasse,Wrasse,NA,13,0.0106,3,1,TL,1,NA,MI,Mobile invertivore,SECONDARY,FB
